Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
7.2,0,0,0
7.3,0,0,0
7.4,0,0,0
7.8,0,0,0
7.2,0,0,0
7.4,0,0,0
11.1,0,0,0
7.7,0,0,0
9.1,0,0,0
7.8,0,0,0
8,0,0,0
8.7,0,0,0
18.2,0.1,0.2,0.2
39.6,65.2,64.9,62.9
224.1,384.1,413.8,402.7
941,1081.2,1154.7,1084.6
1997.5,2126.1,2300.1,2100.6
3035.8,3442.2,3707.7,3400.2
4203.7,4841.8,5340.6,4942.2
5549.9,6385.1,7010.4,6381.7
6973.6,8008.8,8765.9,7874.9
8412.4,9595.4,10494.8,9384.9
9872.6,11049.5,12077.3,10759.4
11238.6,12389,13537.4,11997.3
12515.6,13622.7,14887,13069.7
13657,14824.1,16167.9,14156
14621,15948.9,17311.6,15046.3
15318.9,16932.9,18268.5,15917.6
15808.8,17806.2,19069.9,16499.8
16173.6,18484.3,19655.2,16918
16327.8,18829.3,19902.6,17008.3
16239.6,18844.1,19834.4,16865.5
15959,18610.2,19568.8,16546.8
15423,18150.6,19086.6,16114.2
14672.7,17516.3,18366.5,15361.7
13798.8,16813,17501.4,14567.2
12683.3,15871.2,16388.2,13565.9
11434.5,14732.6,15098.6,12424.3
10107.7,13342,14192.4,11108.5
8605.9,11650.4,12364.6,9612.7
7199.5,9754.3,10352.5,7859.1
5692.4,7837,8324.3,6334.7
4183,6000.3,6384.9,4871.4
2733.2,4228.4,4522.5,3450.7
1502.4,2592.4,2785.4,2122.2
644.1,1276.2,1381.9,1029.6
185.3,402.1,501.8,359.1
37.7,84.9,190,114.5
16.6,20.3,78.5,31.9
15.4,7.3,24.6,12
13.2,0,0,0
13.4,0,0,0
14,0,0,0
13,0,0,0
10.9,0,0,0
10.1,0,0,0
9.3,0,0,0
9.1,0,0,0
9.9,0,0,0
8.1,0,0,0
7.7,0,0,0
7.7,0,0,0
9,0,0,0
7.5,0,0,0
7.5,0,0,0
7.4,0,0,0
8.5,0,0,0
6.4,0,0,0
6.5,0,0,0
7,0,0,0
7.9,0,0,0
6.2,0,0,0
6.2,0,0,0
6.2,0,0,0
8.3,0,0,0
6.5,0,0,0
6.2,0,0,0
6.3,0,0,0
8.4,0,0,0
7.2,0,0,0
6.9,0,0,0
6.8,0,0,0
6.7,0,0,0
6.5,0,0,0
6.5,0,0,0
6.5,0,0,0
8.1,0,0,0
6.7,0,0,0
6.3,0,0,0
6.3,0,0,0
6.6,0,0,0
6.4,0,0,0
6.4,0,0,0
6.4,0,0,0
6.8,0,0,0
6.9,0,0,0
7.1,0,0,0
7.6,0,0,0
6.2,0,0,0
6.2,0,0,0
6.2,0,0,0
7.6,0,0,0
6.1,0,0,0
6.4,0,0,0
7.9,0,0,0
10.8,0,0,0
7.2,0,0,0
7.7,0,0,0
11.7,0.8,0,0
36.6,44,40.7,40.8
142.9,190.4,201.3,202.7
403,475,487.7,495.6
785.2,875.2,882.6,920.5
1226.6,1356.3,1373.6,1489.2
1666.7,1895.2,1928.8,2050.3
2136.2,2488.3,2605.3,2682.3
2623.5,3106,3326.3,3267.6
3113.7,3710.8,4032.5,3841.5
3671.7,4307.5,4698.6,4338.8
4202.5,4900.1,5336.4,4922.4
4677.2,5411.9,5884.7,5457.1
5064.6,5818.9,6317.8,5880.9
5542.1,6188.5,6704.3,6232.6
5934.6,6516.9,7052,6604.1
6113.3,6704.7,7284.4,6774.2
6224.3,6762.7,7408.3,6976.8
6254.5,6789.8,7488.3,7033.4
6285.9,6799.3,7541.9,7036.8
6289.7,6642.9,7428.9,7020.3
6025.3,6349.9,7169.8,6805.9
5770.6,6055.2,6880.4,6433.2
5407.4,5708.3,6505.8,6102.8
5049,5272.1,6023.5,5553.9
4618.9,4739.9,5430.2,5013.9
4107.6,4195.2,4488.8,4369.6
3544.9,3619.6,3829.9,3702.3
3003.9,2989.9,3101.9,3066.8
2432,2351.2,2384.3,2393.1
1818.1,1773.6,1761.4,1803.4
1245.9,1255.7,1219.3,1248.1
759.8,804.1,753.2,763
372.6,435.2,401.4,373.9
118.8,172.8,157.6,114.7
31.6,57.3,52.8,23.8
17.6,21.3,19.5,5.3
15.2,7.1,6.1,1.4
17.7,0,0,0
15.8,0,0,0
18.5,0,0,0
17.6,0,0,0
22.7,0,0,0
18.9,0,0,0
17.9,0,0,0
17.6,0,0,0
20.1,0,0,0
17.5,0,0,0
8.1,0,0,0
6.8,0,0,0
8.1,0,0,0
6.1,0,0,0
5.8,0,0,0
5.8,0,0,0
6.4,0,0,0
5.8,0,0,0
5.9,0,0,0
6,0,0,0
8.1,0,0,0
5.5,0,0,0
7.7,0,0,0
5.8,0,0,0
6.9,0,0,0
5.6,0,0,0
5.7,0,0,0
5.6,0,0,0
8,0,0,0
6.1,0,0,0
7.4,0,0,0
6.2,0,0,0
8.1,0,0,0
6.1,0,0,0
6.3,0,0,0
6.3,0,0,0
6.2,0,0,0
6.2,0,0,0
6.3,0,0,0
6.5,0,0,0
7.8,0,0,0
8.1,0,0,0
6.6,0,0,0
7.1,0,0,0
6.6,0,0,0
6.6,0,0,0
6.5,0,0,0
7.3,0,0,0
6.2,0,0,0
6.4,0,0,0
6.3,0,0,0
6.8,0,0,0
6.1,0,0,0
6.4,0,0,0
6.5,0,0,0
6.8,0,0,0
6.8,0,0,0
7.1,0,0,0
9.2,0,0,0
13.2,24.4,15.4,15.4
70,139.3,128.2,128.6
387.5,351.5,325.9,322.4
810,670,630.4,623.7
1395.2,1112,1076.9,1091.2
2120.8,1666.7,1721.7,1877.8
2902.6,2321.6,2438.4,2652
3723.1,3034.6,3204.1,3441.5
4510.7,3740.8,3949.1,4183.3
5340.6,4365.6,4607.4,4872.6
6174.3,4967.7,5229.8,5641.9
6815.2,5479,5759.9,6316.5
7408.3,5905.9,6199.8,6961.7
7817.9,6276.2,6592.2,7515.3
8172.8,6593.8,6897.4,7877.1
8370.2,6796.8,7109.7,8188.1
8327.1,6846.9,7241.6,8282.9
8368.7,6827.8,7291.2,8264.6
8364.8,6735.2,7240.9,8110.3
8010,6526.3,7031.9,7810.2
7534.4,6217.4,6685.6,7411.4
6869.6,5876.4,6317.2,6963
6270.6,5511.8,5919.3,6508
5664.6,5069.2,5449.8,6019.8
5063.9,4555.3,4926.9,5452.8
4306.9,4019.6,4151.9,4803.3
3570.9,3459.9,3596.8,4141
2875.8,2853.1,2980.4,3335.4
2192.7,2252.4,2360.4,2609.6
1620.5,1705,1787.8,1980.7
1097.7,1206.8,1260.5,1384.1
652.4,759.7,778.2,846.9
309.9,409.9,413.5,430.4
100.3,174.5,174.1,156.5
27.5,62.8,61.3,42.8
23.3,23.5,22.9,11.8
25.7,6.7,6.5,2.6
12.4,0,0,0
11.4,0,0,0
15.9,0,0,0
11.9,0,0,0
10.4,0,0,0
8.9,0,0,0
9.9,0,0,0
8.6,0,0,0
10,0,0,0
8.2,0,0,0
6.9,0,0,0
6.9,0,0,0
6.7,0,0,0
6.7,0,0,0
6.5,0,0,0
6.5,0,0,0
8.4,0,0,0
7.9,0,0,0
7.9,0,0,0
6.1,0,0,0
6.8,0,0,0
5.5,0,0,0
5.8,0,0,0
5.9,0,0,0
6.2,0,0,0
6,0,0,0
6,0,0,0
6,0,0,0
6.1,0,0,0
6,0,0,0
6,0,0,0
5.9,0,0,0
6,0,0,0
5.8,0,0,0
5.8,0,0,0
6.1,0,0,0
6.2,0,0,0
6.1,0,0,0
6,0,0,0
6.1,0,0,0
6.3,0,0,0
6.3,0,0,0
7.9,0,0,0
7.7,0,0,0
6.1,0,0,0
5.9,0,0,0
6,0,0,0
6,0,0,0
6.2,0,0,0
6,0,0,0
5.9,0,0,0
7.8,0,0,0
5.7,0,0,0
5.6,0,0,0
5.7,0,0,0
7.7,0,0,0
6.7,0,0,0
10.4,0,0,0
14.4,0,0,0
28.6,19.9,14.6,12.5
121.2,132.8,113.9,109.2
381.1,377.5,339.3,348.2
781.2,744.7,692.9,717.7
1288.8,1240.5,1168.7,1233.1
1916.7,1858.3,1701.1,1858.3
2612.6,2588.9,2350.1,2618.2
3300.8,3353.5,3015.4,3393.9
3986.6,4071.7,3650,4108.6
4738,4727.5,4265.9,4801.3
5429.4,5336.3,4853.4,5435.1
6087.9,5840.5,5361.2,6015
6765.9,6256.7,5775.9,6503.1
7357.9,6587.8,6133.5,6958
7712.4,6883.3,6446,7416
8010.6,7055.1,6576.7,7785.7
8282.3,7120.1,6602.2,8085.2
8460.4,7115.3,6595,8218.3
8334.1,7032.5,6560,8289.5
8123.5,6862.5,6431.5,8408.8
7744.9,6586.3,6215.2,8227.4
7227.1,6282.4,5984.3,7878.7
6656.7,5932,5702.8,7481.1
5974.7,5485.5,5305.5,7084.8
5255.5,4949.5,4802,6274.8
4452.2,4392.2,4054.4,5437.5
3698.7,3807.1,3547.3,4612.4
3001.2,3174.4,2976.2,3759.4
2358.7,2537.7,2380,2952.8
1693,1942.9,1816.7,2152.8
1128,1376.7,1281.6,1463.9
657.2,849.9,791.7,862.6
329.9,448.6,404.3,408.7
105,187.4,153,139.3
52,67.5,46.3,39.8
34.8,24,13.1,9.9
57.2,7.8,3.7,2.7
37.8,0,0,0
25.1,0,0,0
30.2,0,0,0
36.3,0,0,0
27.1,0,0,0
9.7,0,0,0
10.3,0,0,0
8.4,0,0,0
19.7,0,0,0
8.1,0,0,0
7.2,0,0,0
7.1,0,0,0
7.7,0,0,0
6.9,0,0,0
6.8,0,0,0
6.9,0,0,0
11,0,0,0
7.5,0,0,0
6.6,0,0,0
6.3,0,0,0
7.8,0,0,0
6.4,0,0,0
6.4,0,0,0
6.3,0,0,0
7.8,0,0,0
6.3,0,0,0
6.5,0,0,0
6.7,0,0,0
7.5,0,0,0
6,0,0,0
6,0,0,0
6.2,0,0,0
8.8,0,0,0
6.1,0,0,0
6,0,0,0
6,0,0,0
7.8,0,0,0
6.7,0,0,0
6.5,0,0,0
6.5,0,0,0
8.4,0,0,0
6.7,0,0,0
6.6,0,0,0
6.6,0,0,0
6.3,0,0,0
6.1,0,0,0
6.2,0,0,0
6.3,0,0,0
6.4,0,0,0
6.5,0,0,0
6.5,0,0,0
6.4,0,0,0
6.2,0,0,0
6.2,0,0,0
6.7,0,0,0
8.9,0,0,0
18.5,0,0,0
18.4,0,0,0
20.6,0,0,0
37.4,12.4,7,6.7
136.6,146.5,200.1,202.9
723.6,508.4,653.4,666
1668,1071.6,1330.6,1347.9
2778.1,1789.9,2182.6,2266.3
3987.8,2647.5,3198.9,3609.1
5323.5,3624.7,4369.9,5053
6668.6,4659.5,5665,6631.6
7866.6,5678.1,6921,8117.6
9166.1,6612.6,8081.8,9387.8
10192.5,7470,9042.9,10558.1
11163.2,8244.5,9897.4,11489.7
12148.7,8932.2,10660.2,12263.5
12969.2,9560.2,11336.6,13072.9
13582.2,10097.6,11933,13798.4
13847.3,10459.3,12394.6,14280.5
13864.5,10636.8,12677.8,14562.9
13715,10689.8,12754,14629.4
13141.6,10595.5,12633.8,14283.5
12675.5,10299,12263,13696.6
12058.6,9854.8,11707.4,12977.3
11266.4,9318.2,11043.4,11997.6
10426.8,8652.1,10226,10984.3
9119.2,7870.3,9277.4,9911.3
7777.7,7025.3,8254.7,8758
6616.4,6136.2,7184.7,7569.8
5514.9,5178.4,6025.9,6213.2
4324.2,4191.2,4846.7,4809.7
3244.2,3241.1,3733.8,3690.5
2240.8,2394.9,2747.4,2737.2
1364.4,1643.4,1882.4,1894.3
680.2,986.7,1135.9,1140.7
257.2,460.5,541.6,541.8
58.2,147.4,183.8,169.9
19.9,43.2,60.1,53.8
17,10.9,20.9,14.4
12.3,4.5,7.3,6.2
11.2,0,0,0
22,0,0,0
16.4,0,0,0
9.7,0,0,0
9.2,0,0,0
8.8,0,0,0
8.2,0,0,0
8.4,0,0,0
9.2,0,0,0
8.7,0,0,0
7.3,0,0,0
6.9,0,0,0
7.7,0,0,0
6,0,0,0
6,0,0,0
6.1,0,0,0
7.9,0,0,0
6.2,0,0,0
6,0,0,0
6.3,0,0,0
7.8,0,0,0
5.7,0,0,0
5.6,0,0,0
5.8,0,0,0
7.4,0,0,0
6,0,0,0
6.1,0,0,0
6.3,0,0,0
8.2,0,0,0
6.6,0,0,0
6.5,0,0,0
6.6,0,0,0
8.7,0,0,0
6.6,0,0,0
6.3,0,0,0
6.2,0,0,0
8.2,0,0,0
6.6,0,0,0
6.4,0,0,0
6.5,0,0,0
6.6,0,0,0
6.6,0,0,0
6.6,0,0,0
7.3,0,0,0
6.7,0,0,0
6.9,0,0,0
8.1,0,0,0
8.9,0,0,0
6.5,0,0,0
6.3,0,0,0
6.9,0,0,0
7.6,0,0,0
6.5,0,0,0
6.5,0,0,0
6.5,0,0,0
6.7,0,0,0
6.7,0,0,0
7.1,0,0,0
9.5,0,0,0
11.3,14.8,5.5,5.5
23,117.2,77.7,77.2
159.5,361.7,248.9,243.9
478.4,724.7,511.5,490.8
863.8,1184.8,863.5,850
1293.3,1726.4,1264.1,1307.8
1833.7,2337.9,1733,1915.2
2453.6,2978,2213.8,2455.9
3062.7,3606.7,2675.6,2954.9
3436.9,4183.5,3117.7,3418
3954.9,4729.9,3574.9,4016.9
4346,5139.4,3953.8,4618
4705.8,5388.8,4221.9,4887.5
4897.3,5553.3,4423.7,5173.4
5102.5,5653.3,4583.2,5381
5216.8,5678.4,4670.2,5512.7
5264.9,5653.4,4684.2,5290
5315.4,5584.9,4656.1,5078.2
5443.8,5487.4,4600,4962.4
5413.7,5345.8,4467.4,4905.4
5184.8,5126.2,4272.8,4848.2
4958.8,4857.1,4058.9,4813.2
4766.3,4514.8,3811.1,4628.9
4403.8,4109.5,3511.6,4373.5
3938.6,3643.5,3160.3,4054.4
3486,3177,2667.4,3636.4
2957.5,2679.4,2264.4,3075.2
2471,2178,1851.7,2476.6
2047.8,1705.9,1456.1,1970.8
1586.5,1296,1103.1,1516.3
1086.1,945.6,794,1086.1
642.7,658.6,539.1,707.3
299,419.3,341,388.9
106.4,233.1,189.3,163.2
31.8,119.1,95.7,60.3
23.7,55.8,43.7,22.8
23,15.9,12.1,6.4
21.5,0,0,0
21.5,0,0,0
23.6,0,0,0
37.9,0,0,0
22.2,0,0,0
21.6,0,0,0
24.3,0,0,0
28.4,0,0,0
19.8,0,0,0
16.1,0,0,0
15.7,0,0,0
15.4,0,0,0
19.6,0,0,0
15.5,0,0,0
7.1,0,0,0
6.7,0,0,0
8,0,0,0
6.5,0,0,0
6.4,0,0,0
6.6,0,0,0
10,0,0,0
7.3,0,0,0
7.9,0,0,0
9.1,0,0,0
7.3,0,0,0
6.2,0,0,0
6.2,0,0,0
6.5,0,0,0
10.3,0,0,0
9.6,0,0,0
6.6,0,0,0
6.4,0,0,0
11.3,0,0,0
7.5,0,0,0
7.8,0,0,0
6.9,0,0,0
9.9,0,0,0
6.4,0,0,0
6.4,0,0,0
6.3,0,0,0
8,0,0,0
6.6,0,0,0
6.2,0,0,0
6.2,0,0,0
7.9,0,0,0
6.3,0,0,0
6.3,0,0,0
6.3,0,0,0
8.4,0,0,0
6.3,0,0,0
6.3,0,0,0
6.5,0,0,0
6.5,0,0,0
6.6,0,0,0
6.8,0,0,0
6.8,0,0,0
6.8,0,0,0
7.2,0,0,0
17.1,0,0,0
57.4,11.3,6.1,6.2
164.4,102.7,111.8,112.8
430.4,309.6,348.7,382.4
806.9,592.5,681.4,732.8
1233.6,920.9,1089,1188.5
1680.2,1286.8,1581.2,1698.5
2190.2,1679.4,2066.1,2203.7
2670.9,2036,2539.7,2745.7
3040.3,2328.7,2949.5,3161.4
3348.3,2569.8,3290.7,3551.3
3630.2,2779,3584.4,3904.7
3808.7,2955,3803.2,4094.8
3873.5,3102.4,3954.3,4204.7
3906.7,3204.8,4059.8,4322.3
3927.8,3282.2,4124.9,4397.8
3857,3326.7,4078.4,4357.7
3679.6,3308.5,3961,4222.9
3528.9,3244,3812.9,4040
3416.2,3141.8,3614.5,3864.5
3253.3,2997.2,3386,3640.8
3025.1,2830,3139.9,3363
2777.9,2653,2902.5,3031.6
2560.3,2461.1,2663.5,2793
2360.8,2236.1,2409.6,2502.3
2151,1989.7,2149,2158.2
1933.1,1755.7,1871.5,1843.6
1695.3,1524.9,1608.7,1534
1479.8,1280.9,1327.5,1282.2
1253.6,1041.1,1062.3,1026.2
990,813.9,829.2,794.8
726,600.5,626.8,589.1
498,404.5,452.3,413.2
270.7,250.1,312.4,254.7
105.9,135,193.7,131.5
35.6,67.7,110.4,58.2
17.2,30,52.2,25.3
18.1,7.8,14.3,8.3
13.3,0,0,0
11.3,0,0,0
10.7,0,0,0
12.2,0,0,0
12.6,0,0,0
11.9,0,0,0
11.6,0,0,0
9,0,0,0
7.7,0,0,0
8.4,0,0,0
11.3,0,0,0
14.8,0,0,0
13.2,0,0,0
8.1,0,0,0
6.6,0,0,0
6.6,0,0,0
8.6,0,0,0
11.7,0,0,0
8.8,0,0,0
6.8,0,0,0
12.6,0,0,0
9.1,0,0,0
6.5,0,0,0
6.4,0,0,0
8.5,0,0,0
6.7,0,0,0
6.9,0,0,0
6.5,0,0,0
6.8,0,0,0
6.5,0,0,0
6.3,0,0,0
6.4,0,0,0
6.3,0,0,0
6.3,0,0,0
6.7,0,0,0
6.7,0,0,0
6.7,0,0,0
6.6,0,0,0
6.6,0,0,0
6.4,0,0,0
6.7,0,0,0
6.7,0,0,0
6.6,0,0,0
6.7,0,0,0
7,0,0,0
6.8,0,0,0
6.8,0,0,0
6.7,0,0,0
6.8,0,0,0
6.5,0,0,0
7.2,0,0,0
6.5,0,0,0
6.3,0,0,0
6.4,0,0,0
6.5,0,0,0
6.8,0,0,0
7.2,0,0,0
7.8,0,0,0
8.4,0,0,0
13.7,5.8,1.8,1.8
36.2,107.1,89.1,89.5
251.3,355.1,301.3,293.5
649.1,783,657.6,634.2
1199.8,1391.3,1197.8,1176
1853.5,2121.6,1859.1,1909.5
2602.8,2916.7,2646.1,2796.8
3426.1,3740.9,3479.7,3656.2
4213.8,4524.7,4298.1,4466.5
4978.3,5221.8,5034.2,5162.8
5729.9,5886.6,5741.3,5933.3
6395.2,6483,6367.5,6594.9
6897.2,6982.2,6888.3,7123.3
7373.7,7378.4,7307.6,7591.4
7687.4,7677.4,7634.7,7942.1
7804.5,7842.5,7778.8,8107.6
7793.7,7875.2,7748.5,8142
7561.2,7811.4,7638.1,8061.9
7304.9,7649.9,7421,7879.8
6955.2,7369.4,7064.2,7593.3
6503.8,6992.2,6611.8,7163.1
6045.6,6558.4,6125.5,6670
5557.3,6038.8,5585.1,6061.4
5010.6,5437.1,4999.3,5398.1
4436.1,4786.7,4396.9,4739.5
3794.8,4140,3624.7,4080.5
3202.6,3481,3042.4,3347.5
2637.1,2812.2,2454.3,2682.8
2045.5,2181.2,1900.5,2072.1
1503.4,1615.5,1414.5,1563.4
1028.4,1108.1,984.1,1091.8
611.7,653.9,613.5,673.1
287.6,298.4,332.1,351.1
96.4,87,148.1,142.3
35.3,19.8,63.8,53.4
17.1,3.9,27.1,22.6
13.8,0,6.5,5.5
11.7,0,0,0
12.1,0,0,0
11.5,0,0,0
11.1,0,0,0
10.1,0,0,0
9.3,0,0,0
8.5,0,0,0
8.1,0,0,0
7.5,0,0,0
7.3,0,0,0
6.8,0,0,0
6.7,0,0,0
8.8,0,0,0
8.4,0,0,0
6.7,0,0,0
6.5,0,0,0
8.8,0,0,0
6.7,0,0,0
7.3,0,0,0
6.9,0,0,0
8.5,0,0,0
6.4,0,0,0
6.2,0,0,0
6.5,0,0,0
8.1,0,0,0
6.4,0,0,0
6.5,0,0,0
6.4,0,0,0
8,0,0,0
7.4,0,0,0
6.9,0,0,0
6.7,0,0,0
8.7,0,0,0
6.6,0,0,0
6.6,0,0,0
6.9,0,0,0
8,0,0,0
7.2,0,0,0
7,0,0,0
6.6,0,0,0
7.5,0,0,0
6.3,0,0,0
6.6,0,0,0
6.7,0,0,0
6.5,0,0,0
6.8,0,0,0
6.9,0,0,0
6.7,0,0,0
6.5,0,0,0
6.1,0,0,0
5.9,0,0,0
7,0,0,0
5.6,0,0,0
6.3,0,0,0
6.5,0,0,0
8.7,0,0,0
6.8,0,0,0
7.5,0,0,0
7.9,0,0,0
13.3,8.5,1.6,1.6
15.9,59.8,41.6,41.6
58.9,170.9,132.2,127.9
176.5,333.8,273.3,263.3
325.9,539.7,468.3,461.5
511.6,804.4,722.7,692.3
734.3,1118.8,1055.5,1019.6
979,1462.1,1423.7,1359.2
1237.8,1807.5,1791.8,1711.2
1487.9,2151.5,2147.8,2006.4
1759.7,2488.7,2506.7,2343
1998.1,2778.5,2833.4,2600.2
2202.8,3004.8,3105.2,2781.1
2405.6,3199.8,3335.8,2927.5
2607.6,3375.4,3534.6,3093.2
2714.2,3493.6,3668.8,3170.8
2784.4,3542,3734.6,3203.9
2758.4,3547.6,3757.6,3192.3
2705.6,3522.2,3752.8,3184.4
2684.7,3431,3693.2,3126.2
2634.3,3277.8,3581.5,3020.3
2526.8,3105.3,3432,2888.2
2361.9,2879.1,3227.3,2695.6
2169.2,2614.6,2965.5,2419.2
1930.5,2312,2644.4,2209.2
1703.3,2012.6,2273.8,1931.6
1433.2,1705.8,1924.4,1612.9
1175.2,1384.9,1550,1284.8
933.5,1073.2,1188.9,999.5
692.5,800.9,882.8,756.9
470.1,576.2,640.5,547.6
274.5,379.1,438.2,367.4
130.4,222.1,278.5,211.7
48.3,110.9,155.1,101.1
27.2,50.6,79.5,41.2
20.1,22.7,36.5,18.3
18.9,4.9,8.8,3.4
16.4,0,0,0
12,0,0,0
12.1,0,0,0
10.4,0,0,0
11.3,0,0,0
9.3,0,0,0
16.9,0,0,0
16.4,0,0,0
17.6,0,0,0
16.8,0,0,0
15.9,0,0,0
15.4,0,0,0
17,0,0,0
15.4,0,0,0
7,0,0,0
6.2,0,0,0
7.3,0,0,0
6.4,0,0,0
6.2,0,0,0
6.4,0,0,0
8,0,0,0
6.3,0,0,0
6.4,0,0,0
6.7,0,0,0
8.3,0,0,0
6.2,0,0,0
6.2,0,0,0
6.2,0,0,0
6.9,0,0,0
6.2,0,0,0
6.4,0,0,0
7,0,0,0
8.1,0,0,0
6.5,0,0,0
7.3,0,0,0
6.3,0,0,0
6.4,0,0,0
6.4,0,0,0
6.3,0,0,0
6.4,0,0,0
6.8,0,0,0
7.1,0,0,0
7.1,0,0,0
6.9,0,0,0
6.7,0,0,0
6.6,0,0,0
6.6,0,0,0
6.9,0,0,0
6.3,0,0,0
6.3,0,0,0
6.2,0,0,0
7.6,0,0,0
6,0,0,0
6.5,0,0,0
6.5,0,0,0
8.7,0,0,0
6.4,0,0,0
6.4,0,0,0
7,0,0,0
11.9,1.1,1.2,1.2
28.6,48.6,47.5,42.2
99.3,153.3,157.5,144.9
272.9,327.5,332.6,301.4
481.9,550.7,559.8,529.1
745.8,835.4,839.9,842.2
1064.2,1177.4,1195,1281.2
1411.6,1557.3,1592.7,1693.8
1734.9,1924,1990.6,2096.1
2049.4,2284.9,2385.9,2481.7
2331.4,2630.8,2785.5,2943.9
2520.8,2957.7,3161.2,3307.1
2696.2,3237.8,3474.3,3635.9
2830.1,3468.4,3726.9,3823.6
2937.1,3667.7,3937.6,3931.9
2944.4,3805.3,4069.9,3882
2897.4,3872.6,4120.4,3851.7
2828.5,3900.8,4121.9,3850.9
2754.1,3881.2,4066.1,3742.1
2613.9,3791.3,3949.8,3574.2
2455.8,3640.2,3786.6,3402.4
2299.7,3461,3596,3169.6
2137.8,3229.3,3355.8,2916.9
1922.1,2960.8,3074,2587.2
1698,2663.3,2758.6,2292.3
1455.2,2361.4,2339.7,1983.1
1207.7,2019.6,1998.5,1636.3
968.6,1647.6,1625.8,1289.3
736.7,1290.4,1266.6,992.3
517.4,982.5,955.2,740.4
322.4,699.2,673.5,517.5
167.2,463,448.5,327.5
63.2,269.1,267.1,181
21.7,132,136.6,78.9
15.5,60.9,67.2,29.7
22.1,26.1,29.3,13.1
22.7,7.7,8.4,5.2
20.8,0,0,0
21.4,0,0,0
20.4,0,0,0
20.7,0,0,0
17.9,0,0,0
17.2,0,0,0
9.2,0,0,0
7.4,0,0,0
8.5,0,0,0
8.3,0,0,0
6.6,0,0,0
6.5,0,0,0
7.1,0,0,0
6.2,0,0,0
6,0,0,0
6,0,0,0
7.7,0,0,0
6.1,0,0,0
6.1,0,0,0
6.4,0,0,0
7.8,0,0,0
5.9,0,0,0
6,0,0,0
6,0,0,0
6.5,0,0,0
6.1,0,0,0
7.2,0,0,0
6.1,0,0,0
7.6,0,0,0
7.8,0,0,0
6.3,0,0,0
6.4,0,0,0
6.5,0,0,0
6.2,0,0,0
6.4,0,0,0
6.1,0,0,0
7.6,0,0,0
6.1,0,0,0
6.2,0,0,0
6.1,0,0,0
7,0,0,0
6.5,0,0,0
6.5,0,0,0
6.6,0,0,0
6.5,0,0,0
6.4,0,0,0
7.7,0,0,0
6.8,0,0,0
6.2,0,0,0
6.3,0,0,0
6.3,0,0,0
6.3,0,0,0
6.1,0,0,0
6.3,0,0,0
7,0,0,0
9.4,0,0,0
7,0,0,0
7.5,0,0,0
16.1,0,0,0
21.4,1,0.7,0.6
38.2,73.3,58.8,61.9
94.1,228.9,172.2,180.4
216.4,467.1,337.2,353
387.4,777,565,571.3
604.5,1230.8,861.4,836.6
858.1,1733.2,1270.3,1235.9
1125.5,2271.7,1730.8,1683.4
1418.3,2793.5,2187.3,2094
1683,3315.2,2643.4,2497.7
1922.4,3827.4,3098.9,2885.1
2141.5,4319.9,3542.1,3250.4
2335.8,4737.7,3915.3,3566.3
2530.2,5089.4,4216.2,3683.4
2679.1,5381.9,4461.7,3858.3
2826.2,5555.2,4627.8,3894
2885.6,5616.2,4711.6,3927.6
2861.8,5635.7,4747.1,3886.3
2847.8,5627.6,4744.8,3885
2817.2,5544,4659.7,3820.5
2730.4,5375.8,4499.4,3712.5
2611.8,5172.1,4296.6,3513.3
2469.9,4878.1,3982.6,3280.2
2267.8,4518.6,3626.5,2819.9
2037.1,4073,3219.3,2538.6
1779,3603.6,2880.8,2220
1495.5,3090,2463.8,1841.2
1219.3,2530.9,2018.6,1455.1
937.1,1972.1,1573.4,1114.1
671.1,1470.9,1170.4,809.8
440.4,1002.3,797.4,543.8
237,627.9,496.1,336.8
103.1,329.5,260.8,181.6
35.8,133.9,108.7,78.4
24.7,52.8,41.9,32.6
28.3,21,15.8,13.6
23.4,5.7,4.5,4.2
20.6,0,0,0
19.8,0,0,0
20.6,0,0,0
18.6,0,0,0
19.7,0,0,0
17.1,0,0,0
17,0,0,0
16.9,0,0,0
16.4,0,0,0
15.7,0,0,0
15.4,0,0,0
15.5,0,0,0
17.4,0,0,0
7.3,0,0,0
6.5,0,0,0
6.4,0,0,0
7.5,0,0,0
6.1,0,0,0
6.2,0,0,0
6.3,0,0,0
7.5,0,0,0
6,0,0,0
5.8,0,0,0
5.9,0,0,0
7.4,0,0,0
6.1,0,0,0
6.1,0,0,0
5.8,0,0,0
7.3,0,0,0
5.7,0,0,0
5.8,0,0,0
6,0,0,0
6.4,0,0,0
6.2,0,0,0
6.1,0,0,0
6.3,0,0,0
6.5,0,0,0
6.4,0,0,0
6.1,0,0,0
6.1,0,0,0
7.8,0,0,0
6.2,0,0,0
6.7,0,0,0
7.6,0,0,0
6.4,0,0,0
6.3,0,0,0
6.2,0,0,0
6.1,0,0,0
6.1,0,0,0
5.9,0,0,0
6,0,0,0
7.4,0,0,0
6,0,0,0
5.9,0,0,0
5.9,0,0,0
7.5,0,0,0
6,0,0,0
6.3,0,0,0
6.2,0,0,0
10.4,0.4,0.4,0.4
23.8,83.8,53,56
68.5,275.7,174.8,178.5
193.9,570.7,372.6,381.6
