Solar,"Solar forecast (Day-Ahead, D-1 18:00)","Solar forecast (Intraday, 8:00)",Solar forecast (Current)
10336.6,11100.1,11224.8,11120.6
12223.4,13190.4,13254.4,13047.4
14013.3,15270.1,15296.2,14795.2
15874.6,17375.1,17374.3,16720.7
17750,19468.8,19414.5,18609.3
19590,21542.6,21246.8,20371.5
21383.2,23579.8,23235.8,22322.8
23239.8,25543.4,25151.8,24152.7
24949.3,27370.4,26955.1,25461.1
26664.8,29030,28587.6,26955.5
28171.2,30528.4,30061,28478.8
29429.2,31873.5,31372.3,29822.3
30483.2,33065.2,32528.2,30877.4
31623.8,34105.4,33561.3,32021.1
32446.1,35015.7,34442.1,32774.1
33195.2,35760.7,35193.3,33678.3
33839.1,36341.7,35817.4,34328.7
34497.4,36777.1,36309.1,34839.4
34746.5,37061.2,36643.7,35134.5
34924.8,37203.8,36813,35337.1
35011.8,37211.8,36827.3,35375.2
35129.8,37090.5,36706.6,35236.8
34885.8,36818.4,36434.1,35907.3
34654.3,36388.2,36005.5,35572.2
34193.3,35806.5,35418.7,35085.1
33386.4,34938.5,34781,34177.5
32591.5,34109.7,34029.8,33450.8
31812.1,33219.3,33176.7,32713.6
30996.6,32235.8,32213,31862.7
29911.8,31134.6,31150.1,30842.9
28843.7,29926.2,29993.1,29675.6
27661,28581.1,28689.3,28427.9
26019.4,27122.1,27244.5,26915.2
24535.7,25577.2,25712.1,25428.2
22935.8,23961.6,24084.8,23854
21332.1,22250.5,22376.4,22145.4
19438,20469.2,20597,20377.6
17564.9,18552,18803,18648.3
15635.6,16704.7,16962,16783.4
13703.1,14853.4,15095.2,14823.6
11903.9,13059.2,13288.1,12870.9
10292.8,11318.9,11525.8,11112.6
8666.3,9633.2,9807.5,9405.2
7091.1,7998.7,8157.1,7829.6
5703.3,6483.7,6602.8,6306.3
4558.8,5129.3,5211.2,4981.6
3651.7,3943.3,3992,3808.5
2875.5,2991.7,3005.6,2889.2
2153,2212.8,2218.8,2176.1
1487.7,1550.9,1559.9,1582.5
919.5,1017.7,1021.1,1053.1
475.4,569.2,584.2,579.5
190.3,250.7,271.9,246.3
58.9,80.5,104.5,75.9
11.1,32.2,53.5,30.2
3,22.9,23.6,2.4
2.3,0,0,0
2.8,0,0,0
2.2,0,0,0
1.8,0,0,0
1.8,0,0,0
1.7,0,0,0
1.6,0,0,0
1.7,0,0,0
1.6,0,0,0
1.7,0,0,0
1.6,0,0,0
1.6,0,0,0
1.6,0,0,0
2.1,0,0,0
1.6,0,0,0
2.3,0,0,0
1.6,0,0,0
2.1,0,0,0
2,0,0,0
3,0,0,0
1.9,0,0,0
2.6,0,0,0
1.8,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
3.6,0,0,0
11.5,19.7,49.1,49.1
48.9,41,80.8,80.8
141.1,124.6,190.9,190.7
368.9,307.7,398.2,398
670.5,594.2,682.4,679.7
1097.8,1009.8,1113.7,1120.4
1633.9,1535.9,1717.8,1731.2
2240.1,2164.9,2412.5,2433
2887.6,2896.4,3182.1,3154
3561.4,3721.1,3932.9,3935.7
4342.5,4572.7,4751.9,4742.3
5169.6,5422.5,5582,5464
5978.6,6452.3,6416.1,6274.3
6808.8,7295.2,7314.6,7109.6
7604.9,8125.8,8228.8,8118.4
8336,8930,9124.4,9091
9010.5,9706.5,10154.7,10180.3
9701.5,10449,11062.6,11088.5
10531.1,11176.5,11973.8,11922.6
11413.6,11910.4,12888.7,12384
12219.7,12649.5,13750.4,13165.9
13058,13389.4,14567.9,13882.3
13969.6,14090.6,15347.7,14671
14352.9,14759.8,16108.9,15136.5
14854,15357.8,16938,15999.3
15301.3,16146,17837.5,16760.7
16014.8,16877.3,18635.7,17419.8
16702.4,17523.5,19325.5,17880.2
17214,18130.6,19955.5,18379.7
17957.6,18701.5,20508.4,18880.2
18460.5,19223.1,20978.9,19304.7
18878.2,19717.7,21410.2,19778
19305.3,20177.6,21793.3,20123
19537.2,20587.7,22107.9,20166.6
19533.7,20909.2,22307.8,20465.7
19396.8,21151.9,22408.7,20683.7
19415.4,21290.1,22760.8,20743.4
19273.5,21428.2,22790.7,20493.1
19093,21457,22692,20141.4
18788,21342.1,22468.8,19751.7
18303.4,21120.8,22155.2,19436.4
17844.9,20781.3,21731.1,18906.3
17397.9,20271.3,21174.3,18324.7
16936.7,19600.7,20462.5,17692.1
16247.2,18846.3,19622.9,17018.3
15576.6,17995.8,18674.8,16243.6
14810,17049.3,17600.2,15351
14019,16004.3,16410.8,14392.7
12982.2,15015.6,15155.9,13395.1
12050.6,13883.7,13909.7,12359.4
11143,12662.2,12627.6,11222
10081.3,11381,11323.5,10032.3
9010.3,10079.4,10008.7,8797.6
7960.5,8755.5,8677,7591.3
6841.9,7412.9,7365.2,6431.9
5764.3,6110.2,6087.3,5348.2
4747.9,4879.9,4852.6,4298.1
3800.5,3749.9,3732.2,3320.1
2922.2,2765.1,2770.9,2511.8
2193.4,1985.3,2017.8,1856.2
1537.6,1394.9,1444.6,1340.9
975.3,904.6,968,921.9
533.2,542,575.7,547.4
230,271.2,294.7,261.7
73.9,105.5,131.1,103.9
13.1,32.5,59.8,43.5
3,16.8,16.6,1.9
2.4,0,0,0
2.8,0,0,0
2,0,0,0
2.9,0,0,0
1.9,0,0,0
2.4,0,0,0
2.1,0,0,0
1.7,0,0,0
1.7,0,0,0
1.7,0,0,0
1.8,0,0,0
1.6,0,0,0
1.7,0,0,0
1.8,0,0,0
1.7,0,0,0
1.8,0,0,0
1.8,0,0,0
2.5,0,0,0
1.8,0,0,0
1.8,0,0,0
2.5,0,0,0
1.8,0,0,0
1.8,0,0,0
1.8,0,0,0
2.2,0,0,0
1.8,0,0,0
2,0,0,0
2.1,0,0,0
4.6,0,0,0
12.8,21.5,11.7,11.6
65.1,57.4,43.1,43.1
191.1,194.7,172,171.9
447.5,511.7,488.3,488.3
862.5,1004.6,940.5,933.6
1416,1666.4,1522,1531.8
2130.7,2461.8,2238.4,2251.7
2948.1,3393.6,3080.1,3094.7
3867.6,4433.5,4014.3,4002.8
4890.2,5630.3,5029.8,5032.2
5981.1,6912.3,6101,6107.7
7165.6,8242.5,7222.5,7311.3
8412.2,9584.2,8436.1,8505.1
9686.3,10950.6,9664.1,9727.4
10849,12276.7,10858.4,10905.9
11917.5,13498.4,11968.8,12024.9
13028.9,14726,12989.8,13060.2
13980.1,15861.3,14060,14095.6
14721.4,16959.4,15045.2,14993.7
15434.5,17965,15917.6,15838.7
16123.7,18874.6,16709,16642.6
16845.4,19705.8,17446.6,17337
17681,20457,18126.5,17973.6
18291.6,21125.1,18734.5,18444.5
18904.2,21735.5,19286.1,18961.1
19453.4,22362.4,19882.6,19548.4
20032.8,22891.9,20426.9,20110.7
20685.6,23338.7,20926.3,20562.4
21199.7,23707.8,21376.9,21010.1
21660.5,24025.4,21772.1,21406.3
22045.3,24249.6,22086.1,21748.7
22273.2,24375,22334.6,22099.8
22528.4,24431.5,22547.4,22469.6
22789.8,24409.9,22721.8,23122
22897.8,24310.7,22806.6,23157
23089.1,24137.6,22795,23126.7
23094.1,23944.7,22930.9,23069.1
23123,23753.8,22798.8,23017
23032,23429.9,22534.6,22814.5
23284.6,22979.5,22148.4,22626.4
22991.2,22457.9,21688.3,22256.2
22918.3,21885.3,21158.4,21846.5
22234.2,21217,20496.2,21412.7
21695.6,20460.3,19716.2,20879.9
20796.7,19611.4,18864.3,20241.2
19952.6,18723.9,17954.5,19382.1
19020.1,17677.3,16935.7,18477.6
17900.3,16563.8,15842,17379
16822.1,15459.9,14735.6,16255.4
15600.3,14289.9,13647.5,15132.2
14453.1,13086,12501.7,13903.7
13199.8,11850.7,11307.2,12563.6
11757.2,10550.9,10066.8,11201.3
10339.5,9227.8,8810.6,9848.6
8845.7,7925.1,7573.1,8480.7
7403.4,6659.3,6377.4,7194.2
6039.2,5432.8,5230.2,5947.5
4789.6,4273.2,4143,4713.2
3700.6,3249.5,3192.3,3654.8
2818.1,2389,2408.2,2781.8
2001.3,1699.5,1751.2,2031.2
1284.9,1134.8,1178.5,1372.9
720.5,694.2,705.4,802.6
319.5,334.7,328.5,352.9
97.6,122,120.9,120.6
20.6,42.8,41.3,37.8
4.4,27.1,24.6,1.9
2.5,0,0,0
3.3,0,0,0
2.9,0,0,0
1.9,0,0,0
2,0,0,0
2,0,0,0
1.9,0,0,0
2.4,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
2.2,0,0,0
1.9,0,0,0
1.9,0,0,0
1.9,0,0,0
2.4,0,0,0
2.1,0,0,0
2.1,0,0,0
2.1,0,0,0
2.1,0,0,0
2.3,0,0,0
2.1,0,0,0
2.2,0,0,0
2.1,0,0,0
2.1,0,0,0
2.3,0,0,0
9.2,0,0,0
32.5,31.2,24.2,24.2
122.2,91.4,79.7,79.7
300.5,317.8,316.8,309.1
681.6,754,737.7,733.8
1225.6,1359.6,1323.2,1323.2
2004.2,2085.1,2025.5,2033.5
2967.8,2978.7,2928.9,2937.7
4141.6,4107.9,4148.9,4181.2
5467.7,5496.3,5681.5,5631.2
6934.9,7100.7,7406.1,7403
8502.2,8851.9,9231.4,9230.9
10272.6,10700.1,11138.1,11199.6
11933.6,12572.3,13068.6,13029.6
13650.3,14481.3,14970.5,14686.5
15442.2,16389.4,16792,16351.1
17123.9,18249.4,18638.2,18104
18816.5,20076.1,20176.6,19431
20458.4,21806.6,21910.8,21086
22024.4,23463.1,23557.5,22676.1
23459.7,25035,25087.1,23748.8
24793.5,26503,26463.5,25187.7
25914.7,27855.3,27680,26512.4
27077.4,29086.3,28772.8,27660.3
28018.1,30171.5,29738.1,28317.6
28865.1,31126.9,30587.8,29167.1
29628.2,32005.4,31429.9,29917.3
30490.2,32772.2,32168.6,30598.6
31279.1,33455.9,32813.7,31170.2
31981,34057.6,33364.2,31725.8
32543.3,34558.3,33820.8,32280.1
33144.7,34915.7,34167,32692.7
33530.4,35119.4,34393.8,32990.6
34148.7,35208.9,34481.7,33137.4
34211.2,35185.8,34459.5,33300
34413.9,35064.5,34335.3,33344.9
34410.3,34833.4,34101,33194.4
34513.3,34494.6,34353.1,33129.3
34459.6,34112.8,33953.4,32983.8
34407,33597.3,33430.9,32622.8
34055,32955.5,32776.3,32555.7
33665.2,32186.8,31993.5,31976.1
33020.3,31301,31090.1,31294.2
32203.3,30312.1,30079.7,30486.3
31187.5,29220.2,28970.2,29390
29941.8,28002.4,27750.7,28178.9
28692.5,26651.6,26390.8,26977.3
27415.2,25168.3,24891.9,25455.2
25889.8,23544.7,23251.4,23870.8
24133.3,21786.4,21491,22093.8
22346.3,19865,19636.6,20175.8
20512.9,17849.8,17694.4,18324.2
18359.2,15794.1,15674.9,16292.2
16074.8,13716,13619.6,14289.8
13769.7,11694.7,11598.5,12312.1
11557.8,9732.5,9639.6,10287.9
9407.2,7892.2,7791.6,8358.6
7348.6,6156.2,6059.2,6509.8
5615.1,4608.4,4539,4827.8
4215.2,3382.8,3351.9,3644
3165.4,2509.5,2515.9,2755.5
2281.5,1835.2,1851.2,2039.3
1522.8,1271,1287,1436.2
920.1,803,815.2,878.8
452.2,413.5,414.6,419.7
155.7,164.8,157.2,132.1
36.5,60.3,59.4,26.7
6.2,34,32.9,4.6
3.8,0,0,0
3.3,0,0,0
3,0,0,0
2.9,0,0,0
3.1,0,0,0
2.9,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
2.9,0,0,0
2.8,0,0,0
3.1,0,0,0
3.4,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3.1,0,0,0
3.6,0,0,0
3,0,0,0
3,0,0,0
3.5,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3.2,0,0,0
4.4,0,0,0
12.4,0,0,0
37,21.6,24,24.2
137.4,86.8,86.5,86.5
342.7,337.3,336,336
731.9,807.9,791.4,791.4
1304.3,1429.8,1387,1382.1
2112.4,2180.2,2114.7,2157.3
3135.2,3076.3,3039.4,2995.1
4413.1,4275.9,4169.8,4171.1
5954.2,5790.6,5738.4,5720.2
7776.6,7539.8,7499,7498.1
9738.1,9443.5,9523,9419
11832.2,11475.7,11724.6,11591.3
13911.9,13597.6,13951.9,14099.9
16049.3,15756.1,16225.9,16362.8
18170,17897.7,18512.7,18569.8
20295,19949.4,20708.8,20734.2
22547,22070.3,22811.9,22794.9
24554.1,24101.6,24939.2,24849.1
26590.5,26055,26980.4,26707.9
28477.6,27880.9,28851.2,27883
30382.5,29539.8,30518,29447.1
31949.6,31035.8,32005.3,30896.7
33313.9,32371.6,33288.5,32180.5
34584.7,33545.7,34461.3,33750.7
35704.8,34581.2,35496.2,34908.7
36778.8,35423.4,36394.3,35687.2
37616.4,36099.7,37134.9,36320.8
38098,36598.6,37695.2,36837.3
38417.8,36945.3,38096.9,37251.7
38668.4,37154.7,38362.1,37596.3
38870,37291,38471.9,37853.6
38906.2,37332.9,38412.8,37978.9
38628.3,37249.8,38215.4,37902.9
38322.2,37069.3,37941.5,37517.2
38116.5,36839.2,37601.9,36958.2
37878.6,36548.7,37175.7,36544.4
37454.9,36144.3,36821.9,36008.8
37152.9,35613.4,36203.9,35316
36512.8,35018.2,35522.2,34621
35902.1,34350.2,34762.1,34018.2
35183.5,33569.6,33923.4,33253.5
34283.3,32675.6,32936.4,32330.9
33425.9,31651.6,31835.2,31267.4
32313.5,30507.8,30638.2,30214.7
30857.7,29217.9,29317.1,29003.4
29617.2,27779.4,27850.9,27763.1
28052.9,26228,26250.1,26298.3
26308.4,24548.5,24529.2,24663.9
24449.7,22734.8,22664.9,22935.3
22353.5,20736.6,20678.4,20912.8
20236.5,18687.7,18635.5,18807
18053.6,16593.5,16528.9,16743.3
15801.8,14419.7,14358.4,14585.3
13555.1,12283.1,12207.8,12498.7
11396.9,10223.2,10128,10424.6
9290.8,8258.2,8153.6,8472.2
7367.6,6440.4,6328.8,6635.7
5698.3,4800.7,4705.3,4994.4
4380.8,3508.3,3431.4,3736.8
3315.4,2603.8,2550.7,2869.8
2374.4,1919.6,1888.5,2206.5
1552.5,1361,1336.4,1604.8
895.6,880.3,871.9,1027.7
411.7,460.6,467.2,519.3
130.1,188.8,196.2,163.6
28,71.7,70,31.4
6.4,39.6,38.7,4.1
3.9,38.5,37.4,3.7
3.4,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
3.3,0,0,0
2.9,0,0,0
2.8,0,0,0
2.7,0,0,0
3.4,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
2.9,0,0,0
3.1,0,0,0
3.2,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
3.2,0,0,0
3.2,0,0,0
3.2,0,0,0
3.2,0,0,0
3.2,0,0,0
3.7,0,0,0
3.2,0,0,0
3.5,0,0,0
4.6,0,0,0
14.7,0,0,0
43,30.1,27.5,27.5
146.6,105.4,97.7,97.7
354.5,387.4,383.6,383.4
798.5,884.8,863.7,857.2
1441.3,1509,1479.7,1462.3
2323.3,2243.4,2109.5,2124.9
3467,3166.5,3078.1,3075.2
4910.1,4424.6,4424,4446.1
6555.4,6017,6207.6,6213
8396.4,7905.6,8192.2,8203.5
10444.1,10005.7,10301.1,10304.6
12673.6,12252.2,12618.8,12889.3
14977.9,14554.4,14917.4,15125
17331.4,16828.5,17242.5,17317.5
19706.7,19108.6,19587.9,19538.2
22047.9,21360,21924.5,21794.3
24264.9,23513.4,24138,23949.3
26523.2,25549.1,26282.4,26076.6
28621.9,27449,28294.7,28088
30309,29178.6,30132.5,29347.2
31919.6,30728.8,31785.8,31018.4
33427,32103.7,33249.3,32525.3
34874,33304.7,34561,33846.8
35954,34350.6,35749.4,34898.2
37145.2,35261.5,36815.3,36007.8
38129.5,36189.8,37779.2,37001.6
39117.1,37022,38625.4,37914.8
39848,37650.2,39295.9,38618.7
40471.4,38112.5,39813.9,39008.1
40687.7,38484,40218.4,39266.9
40985.9,38776.7,40511.5,39583
41001,38994.9,40704.1,39892.6
41116.4,39117.3,40779.8,40048.9
41035.8,39141.7,40741.3,40192.8
40655.8,39083.2,40593.8,40139.3
40386.6,38884,40307,39905.2
39985.9,38529.4,40080.4,39458.7
39324.5,38104.7,39514.2,38872.2
38578.9,37511.5,38821.3,38167
37949.6,36776.2,38013.2,37320
37193.7,35886.5,37059.8,36347.8
36488.3,34865.2,35975.5,35290
35519.4,33742.8,34773.6,34172.3
34261.9,32524.4,33451.3,32918.2
32714.3,31164.5,31980.2,31534
31193.5,29658.5,30372.1,29929.6
29337.3,28016.5,28641.7,28197.5
27474.7,26235.3,26767,26314.8
25310,24272.7,24725.9,24281.3
23307.7,22133.5,22524.5,22052.1
21051.4,19870.3,20181.2,19725.5
18756.4,17545.9,17789.2,17408.4
16373.2,15176,15352.8,15100.9
13957,12838.8,12974.2,12821.1
11663.8,10586.7,10695.9,10661.8
9470,8486.3,8552.6,8590.3
7457.9,6550.5,6588.7,6661.7
5734.3,4857.5,4875.1,4973.1
4373.9,3537.4,3540.7,3662
3333.1,2627.6,2625.8,2825.8
2420.4,1951.8,1959.8,2201.6
1595.5,1385.4,1409,1657.5
937.9,903.5,924.2,1067.8
448.1,489.8,502.6,529.7
159,209.4,217.1,185.1
35.9,83.3,84.9,38.3
7.9,45.5,45.6,8.1
4,44.6,44.5,4.8
4,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
2.8,0,0,0
2.7,0,0,0
2.6,0,0,0
3.4,0,0,0
2.7,0,0,0
2.7,0,0,0
2.9,0,0,0
3,0,0,0
2.7,0,0,0
2.8,0,0,0
2.6,0,0,0
2.7,0,0,0
2.8,0,0,0
3.4,0,0,0
3.4,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3.1,0,0,0
5.3,0,0,0
14.3,0,0,0
47.6,25.5,22.8,22.8
157.5,119.5,109.4,109.4
390,410.1,393.6,393.6
876.1,910.3,880.2,876.6
1530,1514.5,1476.5,1465.4
2404,2241.9,2147.3,2142.7
3597.1,3184.1,3141.2,3178.2
5054.1,4470.1,4566.8,4573.8
6710.2,6106.2,6372.4,6370.9
8550.1,8040.9,8425.8,8461.3
10524.9,10171.7,10587.8,10590.9
12684.7,12427.4,12844,13081.6
14939.5,14755.4,15189.4,15326.6
17237.5,17125,17581,17515.2
19651,19490.7,19888.6,19637.4
21945.2,21803.8,22209.6,21789.6
24163.8,23830.1,24100.3,23789.6
26337.8,25903.9,26169.2,25836.5
28426.4,27848.1,28117.7,27799.2
30172.5,29644.5,29908.7,29140.3
31674.8,31279.3,31535,30876.3
33090.1,32757,33003.9,32399.8
34281.2,34082.1,34332.6,33812.4
35290.8,35270.9,35519.8,34700.7
36123.6,36325.2,36574.1,35783.1
36626.4,37264.7,37497,36685
37289.6,38063.6,38303.8,37311.7
37681.6,38640.5,38955.4,37998.3
37957,39097.1,39492,38540.6
38052.6,39375.7,39861.6,38857
38170.9,39550.3,40122.9,39097.8
38354.7,39668.3,40308.6,39194.7
38256.1,39670.6,40369.8,39236.3
38065.8,39603,40331.7,39127.9
37622.6,39460.5,40179.2,38984.1
37217.5,39240,39914.5,38678.4
36564.2,38897.3,39583.6,38262.6
35989.2,38375.8,39011.9,37687.9
35528.6,37672.8,38274.7,36934.6
34880.3,36778.8,37372.8,35818.1
34037.6,35798.8,36371.2,34847.7
33078.8,34698.4,35261,33822.5
32171.8,33491.3,34049.4,32662.8
31221.6,32165.2,32714.8,31458.3
30320.9,30721.2,31256.9,30110.8
29383.7,29160.1,29679.6,28565.9
28347.9,27483.1,27976.2,27184.8
26844.8,25664.1,26136.1,25528.2
24635.5,23701.6,24127,23657.8
22608,21586.4,21949.2,21514.9
20541.7,19362.5,19660.5,19301.5
18355.4,17078.5,17339.3,17071
16159.8,14907.6,15197.6,14841.9
13855.3,12626.5,12851.5,12627.1
11579.4,10438.1,10604.5,10543.8
9494.4,8394.4,8488.4,8549.3
7512.4,6524.7,6559.5,6642
5797.1,4860,4859.4,5013.6
4455.6,3602.8,3552.9,3766.1
3411.2,2706.6,2651.8,2934
2494.5,2026.1,1980.9,2302.3
1670.5,1438.8,1413.9,1702.9
999,936.4,922.9,1089.5
484.6,510.7,507.2,551
162.6,218.4,221.2,213.7
37.6,84.9,83.7,54.8
6.8,43.7,43.2,16.7
3.9,42.3,41.4,4.8
3.5,0,0,0
3.2,0,0,0
2.9,0,0,0
3,0,0,0
3.4,0,0,0
3.6,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
2.8,0,0,0
2.9,0,0,0
3.4,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3,0,0,0
3,0,0,0
3.2,0,0,0
3,0,0,0
3.2,0,0,0
5.5,0,0,0
9.4,0.1,0.1,0.1
53.6,21.9,22.1,22.1
175.5,129.6,115.8,115.9
426.7,423,398.1,397.1
911.9,890.7,866.2,865.6
1564,1493.3,1459.2,1448.1
2440.9,2226.2,2196.6,2216.5
3590.3,3154.6,3219.9,3245.9
4991.9,4395,4584.5,4590.7
6654.2,5978.4,6306,6303.8
8488.1,7864.1,8253.7,8252.5
10529.5,9992.4,10361.7,10353.8
12716.9,12222,12616.2,12847.2
15015.5,14493.4,14936.2,15085.9
17346,16781.9,17224,17206.8
19623.5,19047.7,19490.8,19197.8
21811.6,21303.4,21702.6,21317.5
24053.6,23497.6,23801.4,23388
26044.6,25595.7,25858.3,25399.5
27811.8,27563.8,27762.2,27028.8
29745.6,29338.5,29502.6,28167.2
31321.5,30944.2,31072.7,29755.5
32433.3,32396,32489.2,31239.3
33529.1,33693.2,33761.3,32579.3
34791.9,34844.3,34894.6,33710.3
35673,35872.8,35898.6,34724.8
36279.1,36728.1,36742.5,35770.6
36650.5,37362.7,37402.5,36487.1
37119.9,37816.5,37911.4,36716.5
37608.1,38053.3,38241.9,37038.6
37994.8,38243.7,38495.3,37344.4
38014.8,38373.4,38659,37622
38182.3,38459.9,38729.8,37751.3
38305.4,38453.2,38667,37734.6
37926,38355.2,38499.3,37944.3
37653.9,38157,38225.6,37768.9
37174.7,37836.8,37842.3,37462.5
36407.6,37383.3,37447.6,36994.6
36001.9,36781.1,36819.5,36385.7
35165,36036.1,36056.7,35610.5
34408.4,35187,35190,34810.2
33507.2,34216.8,34213.7,33874.6
32698.2,33128.1,33143,32870.2
31799.6,31937.5,31983.1,31802.6
30729.9,30664.8,30736,30656.5
29795.3,29527.3,29571,29360.1
28931,28153.7,28172.2,27980.2
27724.9,26600.3,26598.7,26633.4
25996.7,24897.5,24866.8,24888.4
24334.7,23039.6,22971.6,22958.5
22585.8,21073.4,20969.8,20929.4
20418.7,18995.2,18883.2,18933.4
18332.6,16848,16744.3,16895
16199.9,14687.2,14579.5,14811.4
14082.6,12497.5,12396.7,12673.3
11863.5,10391.1,10311.3,10608.9
9703.9,8425.2,8349,8666.6
7738.8,6616.4,6549,6865.9
6036.1,4993,4963.4,5215.7
4657.1,3715.3,3717.8,3963.7
3556.4,2804.5,2829.1,3057.2
2605.4,2104.6,2128.3,2371.1
1748.8,1510.6,1513.6,1739.5
1047.7,989.7,1002,1125.6
558.4,536.8,565.3,583.9
214.9,247.6,265.6,243.7
56.5,97.8,114.9,75
11.3,51.8,61.5,32.7
4.8,32.2,32.6,3.7
3.8,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
3.1,0,0,0
2.9,0,0,0
2.9,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
2.8,0,0,0
2.8,0,0,0
3.2,0,0,0
3.1,0,0,0
2.8,0,0,0
2.7,0,0,0
2.8,0,0,0
2.9,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3.1,0,0,0
5.8,0,0,0
10.1,0.2,0.2,0.2
55.9,36.7,40.2,40.2
176.1,133.7,116.8,117.2
430.8,425.4,396.3,382.5
917.6,937.7,876.6,870.5
1565.5,1582.3,1562,1554.3
2356.9,2354.8,2369.8,2433.6
3344.9,3308.4,3451.9,3433.2
4536.8,4476.7,4646.7,4677.3
5891.2,5887.9,6096.9,6064.1
7392.9,7532.8,7706.6,7703.2
9023.5,9315.6,9432.3,9414.1
10821.8,11203.5,11274.6,11282.7
12772.1,13138.1,13196.5,13150.6
14839.6,15108.3,15183.7,15097
16946.1,17071.1,17203.3,17057.2
19029.5,19032.2,19262.7,18984.7
21173.4,20934.8,21105.3,20662.5
23202.8,22775.9,23030.4,22874.2
25143.2,24552.3,24903.4,24770.3
26910,26209.7,26668.1,26169.3
28638.2,27737.8,28307.6,27766.1
30231.7,29127.9,29798.4,29238.8
31543.4,30362.9,31131,30568.9
32773.3,31446.4,32308.5,31960.4
34075.6,32377.6,33315.6,33051.4
34987.8,33144.7,34129.3,34144.4
35845.3,33786.8,34803.4,34875.7
36490.5,34253.4,35309.3,35622.1
36895.2,34636.9,35721.8,36121.2
36983.3,34905.3,36031,36406.9
36814.5,35115.9,36239.3,36558.1
36689,35267,36347.2,36604.4
36645.2,35330.1,36355.8,36493.6
36542.6,35331.8,36277.2,36592.6
36361.4,35229.2,36093.3,36133.4
36203.4,35006.6,35785.9,35721.2
35843.9,34685.1,35480.9,35280.8
35285.7,34209.8,34995.1,34794.1
34730.5,33616.6,34359.6,34196.1
34130.8,32905.3,33601.5,32901.5
33299.1,32067.3,32725.6,32251.2
32428.8,31102.6,31737.8,30734.3
31425,30036.2,30664.5,30173.4
30408.9,28874,29503,29110.7
29197.8,27597.1,28207.2,27886.7
27783.4,26222.4,26792,26509.3
26399.3,24758.4,25265.4,24960.1
25077,23195.6,23620.8,23426.6
23527.1,21502.2,21879.7,21881.9
21733.3,19706.3,20037.4,20114.7
19832.2,17815.3,18118.4,18246.8
17827.7,15878.6,16158,16366.3
15798.6,13893.8,14166.1,14400.1
13685.2,11929.5,12176.3,12450.2
11599.2,10027.9,10247.6,10565.4
9517.2,8228.7,8434.8,8768.4
7620.1,6533.2,6709.5,7050.4
5935.2,4983.2,5139.2,5465.6
4557.5,3713.3,3851.2,4162.1
3461.4,2798.9,2919.9,3229.1
2508.6,2108.8,2212.3,2508.7
1658.3,1498.8,1593.5,1828.7
983.3,980.3,1061,1180.1
489.6,548.3,603.1,620.4
173.4,249.7,286.2,266.6
44,100.6,128.6,73.9
9.5,54.9,77,34.6
4.1,47.8,47.9,5.1
3.4,0,0,0
3,0,0,0
2.9,0,0,0
3,0,0,0
3.3,0,0,0
3.4,0,0,0
2.8,0,0,0
2.7,0,0,0
2.7,0,0,0
2.7,0,0,0
2.6,0,0,0
2.8,0,0,0
3.1,0,0,0
2.8,0,0,0
2.8,0,0,0
2.7,0,0,0
3,0,0,0
2.9,0,0,0
2.9,0,0,0
3,0,0,0
3.4,0,0,0
3,0,0,0
3,0,0,0
3,0,0,0
3.1,0,0,0
3.2,0,0,0
6.7,0,0,0
11.4,0.4,0.4,0.4
63.2,39.5,35.7,35.2
195.7,148.8,127.4,127.4
456.1,484.4,401.2,401.2
856.2,1001.3,862.6,854.6
1442.2,1631.1,1495.6,1478.8
2305.8,2383.8,2390.4,2400.1
3517.6,3345.3,3502.8,3530.5
4947.3,4676.6,4931.5,4932.3
6640.3,6343.8,6651.3,6648.7
8553.6,8289,8609.8,8643.8
10690,10459.1,10909.8,10893.8
12938.3,12759.6,13184.5,13361.8
15259.4,15145.2,15534.5,15606.4
17639.9,17547.7,17904.6,17843.7
20019.3,19980.3,20309.8,20107.4
22349.8,22382.5,22688.3,22397.5
